nohup: ignoring input
0 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 34.83 99.1
1 [/bin/bash, load_and_evaluation.bsh, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 34.71 94.66666666666667
2 [/bin/bash, load_and_evaluation.bsh, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 34.85 99.1
3 [/bin/bash, load_and_evaluation.bsh, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 34.8 99.1
4 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 34.82 99.1
5 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 26.78 97.5
6 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 34.8 99.1
7 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 34.36 99.1
8 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 22.94 98.36666666666666
9 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 28.61 99.06666666666666
10 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 29.66 99.1
11 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 33.08 98.96666666666667
12 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 34.79 98.93333333333334
13 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 34.29 99.1
14 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 2, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 22.75 98.36666666666666
15 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 28.6 99.06666666666666
16 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 2, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 39.9 99.1
17 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 33.85 98.56666666666666
18 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 3, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 26.0 94.5
19 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 3, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 26.09 92.13333333333334
20 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 3, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 32.15 94.3
21 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 26.1 92.13333333333334
