#define cascadedetectcpp_INTEGER_1654_1_0 0,false
#define cascadedetectcpp_INTEGER_1641_2_0 0,false
#define cascadedetectcpp_INTEGER_1641_1_0 0,false
#define cascadedetectcpp_INTEGER_1620_1_1 1,true,32.84,false
#define cascadedetectcpp_INTEGER_1612_1_0 0,true,32.82,false
#define cascadedetectcpp_INTEGER_1609_2_1 1,true,32.73,false
#define cascadedetectcpp_INTEGER_1609_1_0 0,false
#define cascadedetectcpp_INTEGER_1599_2_0 0,true,32.68,false
#define cascadedetectcpp_INTEGER_1599_1_0 0,true,32.84,false
#define cascadedetectcpp_INTEGER_1598_1_0 0,true,32.78,false
#define cascadedetectcpp_INTEGER_1522_1_1 1,false
#define cascadedetectcpp_INTEGER_1518_4_2 2,false
#define cascadedetectcpp_INTEGER_1518_3_1 1,false
#define cascadedetectcpp_INTEGER_1518_2_1 1,false
#define cascadedetectcpp_INTEGER_1518_1_0 0,false
#define cascadedetectcpp_INTEGER_1513_2_1 1,false
#define cascadedetectcpp_INTEGER_1513_1_0 0,true,N/A,true
#define cascadedetectcpp_INTEGER_1511_2_0 0,false
#define cascadedetectcpp_INTEGER_1511_1_0 0,false
#define cascadedetectcpp_INTEGER_1509_1_1 1,false
#define cascadedetectcpp_INTEGER_1491_2_1 1,true,32.66,false
#define cascadedetectcpp_INTEGER_1491_1_0 0,true,32.75,false
#define cascadedetectcpp_INTEGER_1489_1_0 0,true,32.77,false
#define cascadedetectcpp_INTEGER_1478_1_0 0,true,32.84,false
#define cascadedetectcpp_INTEGER_1447_2_1 1,false
#define cascadedetectcpp_INTEGER_1447_1_0 0,false
#define cascadedetectcpp_INTEGER_1445_1_0 0,true,37.83,true
#define cascadedetectcpp_INTEGER_1431_3_1 1,false
#define cascadedetectcpp_INTEGER_1431_2_0 0,true,32.70,false
#define cascadedetectcpp_INTEGER_1431_1_3 3,false
#define cascadedetectcpp_INTEGER_1430_2_32 32,true,32.70,false
#define cascadedetectcpp_INTEGER_1430_1_31 31,false
#define cascadedetectcpp_INTEGER_1422_2_0 0,true,N/A,true
#define cascadedetectcpp_INTEGER_1422_1_0 0,true,N/A,true
#define cascadedetectcpp_INTEGER_1393_1_0 0,true,32.69,false
#define cascadedetectcpp_INTEGER_1367_1_1 1,true,32.68,false
#define cascadedetectcpp_INTEGER_1323_1_1 1,false
#define cascadedetectcpp_INTEGER_1311_1_0 0,true,N/A,true
#define cascadedetectcpp_INTEGER_1305_2_1 1,true,38.97,true
#define cascadedetectcpp_INTEGER_1305_1_1 1,true,13.10,true
#define cascadedetectcpp_INTEGER_1302_2_1 1,true,N/A,true
#define cascadedetectcpp_INTEGER_1302_1_0 0,true,N/A,true
#define cascadedetectcpp_INTEGER_1299_1_0 0,true,N/A,true
#define cascadedetectcpp_INTEGER_1279_1_0 0,true,32.68,false
#define cascadedetectcpp_INTEGER_1266_1_1 1,true,N/A,true
#define cascadedetectcpp_INTEGER_1264_1_1024 1024,true,32.65,false
#define cascadedetectcpp_INTEGER_1254_1_1 1,true,32.69,false
#define cascadedetectcpp_INTEGER_1244_1_1 1,true,32.69,false
#define cascadedetectcpp_INTEGER_1234_1_0 0,true,32.71,false
#define cascadedetectcpp_INTEGER_1229_2_0 0,true,32.66,false
#define cascadedetectcpp_INTEGER_1229_1_0 0,true,32.74,false
#define cascadedetectcpp_INTEGER_1205_1_0 0,true,32.63,false
#define cascadedetectcpp_INTEGER_1167_2_3 3,true,32.70,false
#define cascadedetectcpp_INTEGER_1167_1_3 3,true,32.79,false
#define cascadedetectcpp_INTEGER_1166_2_2 2,true,32.68,false
#define cascadedetectcpp_INTEGER_1166_1_3 3,true,32.70,false
#define cascadedetectcpp_INTEGER_1165_2_1 1,true,32.71,false
#define cascadedetectcpp_INTEGER_1165_1_3 3,true,32.67,false
#define cascadedetectcpp_INTEGER_1163_2_1 1,true,32.63,false
#define cascadedetectcpp_INTEGER_1163_1_0 0,true,32.76,false
#define cascadedetectcpp_INTEGER_1160_1_0 0,true,32.80,false
#define cascadedetectcpp_INTEGER_1153_1_2 2,true,32.72,false
#define cascadedetectcpp_INTEGER_1142_1_2 2,true,32.82,false
#define cascadedetectcpp_INTEGER_1141_1_1 1,true,32.68,false
#define cascadedetectcpp_INTEGER_1140_1_0 0,true,32.66,false
#define cascadedetectcpp_INTEGER_1138_2_32 32,true,32.75,false
#define cascadedetectcpp_INTEGER_1138_1_31 31,true,32.69,false
#define cascadedetectcpp_INTEGER_1117_1_1 1,true,32.72,false
#define cascadedetectcpp_INTEGER_1113_1_2 2,true,32.71,false
#define cascadedetectcpp_INTEGER_1104_1_2 2,true,32.66,false
#define cascadedetectcpp_INTEGER_1103_1_1 1,true,32.64,false
#define cascadedetectcpp_INTEGER_1102_1_0 0,true,32.67,false
#define cascadedetectcpp_INTEGER_1076_1_1 1,true,32.79,false
#define cascadedetectcpp_INTEGER_1061_1_0 0,true,32.69,false
#define cascadedetectcpp_INTEGER_1060_4_1 1,true,32.69,false
#define cascadedetectcpp_INTEGER_1060_3_1 1,true,32.75,false
#define cascadedetectcpp_INTEGER_1060_2_0 0,true,32.73,false
#define cascadedetectcpp_INTEGER_1060_1_0 0,true,32.69,false
#define cascadedetectcpp_INTEGER_1059_3_1 1,true,32.75,false
#define cascadedetectcpp_INTEGER_1059_2_3 3,true,32.69,false
#define cascadedetectcpp_INTEGER_1059_1_1 1,true,32.68,false
