0 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 33.1 99.1
1 [/bin/bash, load_and_evaluation.bsh, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 33.06 94.66666666666667
2 [/bin/bash, load_and_evaluation.bsh, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 33.16 99.1
3 [/bin/bash, load_and_evaluation.bsh, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 33.12 99.1
4 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 33.09 99.1
5 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 25.44 97.5
6 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 33.12 99.1
7 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 32.76 99.1
8 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 21.84 98.36666666666666
9 [/bin/bash, load_and_evaluation.bsh, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 2, 2, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 31, 0, 0, 1, 1, 0, 0, 0, 0, 0] 27.33 99.06666666666666
